county,FIPS,Latitude,Longitude,JanTmp,JulTmp,JanSun,JulSun,Elevtn,#mcd,T,U,S,totalpop,p1,p2,p3
STONEWALL  4,8433,331597,100228,421,843,200,344,1750,2,109.2679,108.7036,109.268,2406,1872,534,0
SUTTON     4,8435,305428,100631,473,830,205,342,1760,2,122.0501,121.9906,122.0501,5130,4702,428,0
SWISHER    4,8437,345244,101758,383,789,216,340,3810,3,127.5451,126.5777,127.5451,9723,6462,2212,1049
TARRANT    4,8439,327496,97283,448,848,162,334,537,3,190.7919,188.9214,190.792,860880,486521,187502,186857
TAYLOR     4,8441,324382,99768,437,839,200,344,1762,3,166.537,166.5147,166.537,110932,102942,4647,3343
TERRELL    4,8443,301482,102324,501,874,249,349,2590,2,104.1368,103.8802,104.1368,1595,1340,255,0
TERRY      4,8445,331843,102279,391,797,216,340,3290,2,137.0415,136.9729,137.0415,14581,13283,1298,0
THROCKMORT 4,8447,331398,99153,427,849,162,334,1320,2,106.7946,106.1287,106.7946,2053,1566,487,0
TITUS      4,8449,331844,94972,435,823,163,331,416,4,139.0776,138.7479,139.1823,21442,15022,2554,2008
TOM GREEN  4,8451,314589,100447,464,847,205,342,1903,3,161.2804,161.0995,161.2804,84784,70726,10784,3274
TRAVIS     4,8453,302903,97732,497,846,159,333,597,4,185.7756,185.7621,185.7768,419573,390838,13305,10432
TRINITY    4,8455,310462,95217,488,830,163,331,281,4,124.2116,120.4234,124.2916,9450,4218,3182,1471
TYLER      4,8457,307497,94366,490,826,163,331,116,4,130.935,127.8586,131.3938,16223,7062,4595,2326
UPSHUR     4,8459,327070,94936,452,826,163,331,390,5,137.2209,132.8034,137.8465,28595,9949,6934,5962
UPTON      4,8461,312129,102122,465,846,205,342,2454,2,117.1756,114.9685,117.1756,4619,2890,1729,0
UVALDE     4,8463,292509,99748,508,849,205,342,910,2,142.6171,142.4429,142.6171,22441,19407,3034,0
VAL VERDE  4,8465,293735,100883,508,867,205,342,1026,3,150.9992,150.9972,150.9992,35910,35113,531,266
VAN ZANDT  4,8467,325946,95821,441,850,163,331,516,7,134.0575,128.0171,136.233,31426,7140,5954,5599
VICTORIA   4,8469,287936,96980,535,844,146,302,104,3,158.0971,157.9294,158.0971,68807,56774,7320,4713
WALKER     4,8471,307213,95541,492,836,163,331,494,3,149.4037,148.886,149.4037,41789,30333,6921,4535
WALLER     4,8473,300424,96000,530,840,163,331,201,3,135.5102,132.2355,135.5102,19798,9565,5439,4794
WARD       4,8475,315616,102944,441,848,249,349,2610,3,135.5735,135.4689,135.5735,13976,11968,1197,811
WASHINGTON 4,8477,301865,96395,495,840,159,333,353,4,139.1538,138.7815,139.2827,21998,15057,2725,2141
WEBB       4,8479,275208,99480,565,879,157,349,491,3,165.4951,165.4897,165.4951,99258,95882,2436,940
WHARTON    4,8481,292738,96175,540,842,146,302,106,5,143.4813,139.5329,143.8263,40242,15862,12189,5897
WHEELER    4,8483,353374,100267,391,829,200,344,2320,2,123.0172,118.4274,123.0172,7137,3673,3464,0
WICHITA    4,8485,339263,98544,415,858,200,344,994,4,165.9735,165.8496,165.9919,121082,98304,11078,6683
WILBARGER  4,8487,341485,99294,423,857,200,344,1212,4,136.9836,136.9033,137.0057,15931,13219,1043,933
WILLACY    4,8489,264547,97777,586,852,149,341,29,5,134.4647,133.8532,134.6239,17495,10700,2594,1844
WILLIAMSON 4,8491,306111,97563,478,846,162,334,570,6,154.436,152.7463,154.526,76521,39639,16863,11418
WILSON     4,8493,291631,98114,530,852,159,333,400,4,131.9329,130.4883,132.4848,16756,8474,2899,2742
WINKLER    4,8495,318452,103089,441,848,249,349,2807,2,130.9403,130.7798,130.9403,9944,8647,1297,0
WISE       4,8497,331959,97653,427,850,162,334,815,4,138.5445,133.8505,138.6092,26575,10698,7569,6903
WOOD       4,8499,327738,95399,452,826,163,331,390,5,133.7551,127.4357,135.0498,24697,6858,5878,5600
YOAKUM     4,8501,330386,102825,422,801,216,340,3290,2,126.6662,125.8144,126.6663,8299,6129,2170,0
YOUNG      4,8503,331803,98642,422,845,162,334,1045,4,137.3006,136.3379,137.3156,19083,12711,4682,1071
ZAPATA     4,8505,269339,99262,565,879,157,349,491,2,125.0618,124.896,125.0618,6628,5751,877,0
ZAVALA     4,8507,287430,99810,499,845,157,349,581,3,131.3366,130.9457,131.3366,11666,8747,1469,1450
BEAVER     4,9001,383197,112823,277,693,141,380,5920,2,115.9784,111.6616,115.9784,4378,2298,2080,0
BOX ELDER  4,9003,415810,112098,245,739,140,383,4230,4,144.8608,142.5363,144.8633,33222,19533,11976,1283
CACHE      4,9005,417517,111835,240,729,140,383,4785,6,152.3872,152.0163,152.5203,57176,37683,6996,5099
CARBON     4,9007,396092,110760,237,692,140,365,7230,3,139.5619,138.7162,139.562,22179,14989,4620,2570
DAGGETT    4,9009,409612,109513,186,686,140,365,6089,2,92.0673,90.9803,92.0673,769,548,221,0
DAVIS      4,9011,409955,111939,287,757,140,383,4340,2,166.6744,162.9214,166.6744,146540,80246,66294,0
DUCHESNE   4,9013,403629,110243,179,702,176,351,5510,4,133.0457,132.4585,133.0458,12565,9714,2829,12
EMERY      4,9015,391614,111040,241,782,178,349,4070,3,130.1896,129.359,130.1896,11451,7836,2500,1115
GARFIELD   4,9017,377710,112115,235,646,141,380,6720,4,110.3638,107.0304,110.4303,3673,1667,953,851
GRAND      4,9019,386049,109511,305,813,178,349,3965,3,129.516,129.5037,129.516,8241,7915,326,0
IRON       4,9021,377097,113058,287,732,141,380,5601,3,138.0202,137.7633,138.0203,17349,14031,2563,755
JUAB       4,9023,397449,111936,260,731,141,380,5300,3,122.0203,121.8239,122.0204,5530,4648,763,119
KANE       4,9025,371602,112431,352,764,141,380,5460,2,116.6427,116.0548,116.6427,4024,3116,908,0
MILLARD    4,9027,392077,112490,290,762,141,380,5160,4,124.4529,121.0132,124.4644,8970,4394,3254,1099
MORGAN     4,9029,410492,111657,229,685,140,365,5070,2,119.7954,119.3332,119.7954,4917,3911,1006,0
PIUTE      4,9031,382782,112220,275,713,141,380,5900,2,99.5409,97.9604,99.5409,1329,889,440,0
RICH       4,9033,417066,111253,149,622,140,365,6343,2,105.5661,102.6209,105.5661,2100,1228,872,0
SALT LAKE  4,9035,406967,111888,280,767,140,383,4222,5,191.6684,191.6626,191.6691,619066,588327,14050,9142
SAN JUAN   4,9037,375018,109466,277,733,178,349,6036,4,125.9957,121.1602,126.5058,12253,4439,3107,3027
SANPETE    4,9039,393832,111605,258,701,141,380,5740,3,131.3078,126.5508,131.3078,14620,6450,5739,2431
SEVIER     4,9041,387923,112030,281,707,141,380,5270,3,131.9029,129.7692,131.9029,14727,8062,3615,3050
SUMMIT     4,9043,407610,111371,234,657,140,365,5550,3,125.5393,121.023,125.5393,10198,4397,2903,2898
TOOELE     4,9045,405100,112455,289,761,140,383,4820,3,144.5264,144.3834,144.5264,26033,22201,3041,791
UINTAH     4,9047,404190,109598,161,696,176,351,5280,2,140.31,139.8085,140.31,20506,16168,4338,0
UTAH       4,9049,402477,111689,261,723,140,383,4497,6,170.4553,169.5975,170.5903,218106,127466,35306,28374
WASATCH    4,9051,404971,111407,207,669,140,365,5580,3,130.5206,130.5206,130.5206,8523,8493,18,12
WASHINGTON 4,9053,371710,113497,399,843,210,362,2760,3,142.7449,141.9491,142.7449,26065,18754,6329,982
WAYNE      4,9055,383549,111464,261,794,178,349,4308,2,106.4295,106.0733,106.4295,1911,1560,351,0
WEBER      4,9057,412194,111973,278,769,140,383,4350,3,170.4471,170.4271,170.4471,144616,135010,6312,3294
ADDISON    5,1,440550,73171,192,707,125,307,960,23,130.644,128.8684,132.1675,29406,7574,3293,2273
BENNINGTON 5,3,429587,73158,198,669,125,307,980,17,140.0801,139.4901,140.564,33345,15815,3269,3261
CALEDONIA  5,5,444549,72075,169,691,121,311,699,17,132.4373,129.5456,133.1978,25808,7938,4924,2613
CHITTENDEN 5,7,444832,73166,168,698,125,307,332,18,153.6818,152.0274,154.7515,115534,37712,14392,12629
ESSEX      5,9,446976,71752,138,670,121,311,766,19,111.4803,106.0455,113.3143,6313,1557,1196,1138
FRANKLIN   5,11,448553,72992,168,703,125,307,170,15,132.3128,128.3526,134.6424,34788,7308,5141,3555
GRAND ISLE 5,13,448133,73293,168,703,125,307,170,5,110.9306,104.0088,111.441,4613,1352,1238,1188
LAMOILLE   5,15,445815,72651,169,691,121,311,699,10,125.3847,121.1894,127.1723,16767,4448,2991,2581
ORANGE     5,17,439947,72406,147,662,121,311,750,17,124.6587,121.9506,127.5803,22739,4689,2284,2191
ORLEANS    5,19,448709,72223,138,670,121,311,766,19,127.7878,122.1553,129.1051,23440,4756,4222,2990
RUTLAND    5,21,436052,73042,206,693,125,307,620,28,142.3284,141.7024,143.4762,58347,18436,4194,3637
WASHINGTON 5,23,442287,72571,169,691,121,311,699,20,138.3885,132.6209,140.5193,52393,9824,8241,7090
WINDHAM    5,25,429536,72602,220,702,140,291,470,23,137.043,135.3698,137.8371,36933,11886,5538,2493
WINDSOR    5,27,434897,72498,179,678,140,291,800,24,137.2727,133.1487,139.2177,51030,10190,7963,4084
ACCOMACK   5,1001,377847,75641,362,762,174,289,9,5,136.2137,131.0869,138.2125,31268,8833,6449,6261
ALBEMARLE  5,1003,380368,78512,360,771,153,271,870,7,153.7584,152.8468,154.8982,95699,39916,10915,9772
ALLEGHANY  5,1005,377964,79947,316,702,152,276,1245,7,134.1791,131.4577,135.776,28442,9063,5046,3490
AMELIA     5,1007,373357,77973,383,774,155,294,440,3,123.6073,121.1927,123.6073,8405,4449,2127,1829
AMHERST    5,1009,375052,79103,361,749,153,271,1066,5,138.369,134.454,138.7693,29122,11155,7465,5827
APPOMATTOX 5,1011,373622,78828,366,758,153,271,925,3,128.2895,125.0432,128.2895,11971,5810,3402,2759
ARLINGTON  5,1013,388536,77096,356,787,149,275,10,2,172.2218,172.1939,172.2219,162114,152599,9515,0
AUGUSTA    5,1015,381289,79022,340,738,152,276,1385,9,147.7559,144.1581,150.3555,90918,21857,15329,8600
BATH       5,1017,380383,79763,316,702,152,276,2238,5,111.8912,106.4836,113.9076,5860,1605,1275,1118
BEDFORD    5,1019,373328,79537,379,758,153,271,975,7,160.4731,160.2633,160.713,107661,66743,9085,6996
BLAND      5,1021,371428,81095,315,674,116,263,3300,4,116.9907,111.2864,117.288,6349,2239,2002,1426
BOTETOURT  5,1023,374861,79828,373,757,152,276,870,5,131.8283,127.7746,133.9285,23270,7021,4577,4028
BRUNSWICK  5,1025,367709,77852,383,774,155,294,440,5,127.3351,123.1713,128.6408,15632,5103,3325,3047
BUCHANAN   5,1027,372660,82063,344,733,116,263,1426,7,133.8607,128.6147,138.2827,37989,7442,5641,5235
BUCKINGHAM 5,1029,375872,78478,374,756,155,294,300,6,121.6268,116.2434,123.4053,11751,3157,2858,1699
CAMPBELL   5,1031,373457,79164,366,758,153,271,916,6,140.8355,136.9697,142.8067,45424,13280,8171,7634
CAROLINE   5,1033,380074,77377,375,775,155,294,50,4,131.2204,125.2503,131.8144,17904,5894,5237,4161
CARROLL    5,1035,367147,80759,344,713,116,263,2585,6,135.8455,129.4618,138.0335,33794,7892,6787,6524
CHARLES CI 5,1036,373687,77089,405,791,174,289,40,3,120.3798,115.8637,120.3798,6692,3075,2727,890
CHARLOTTE  5,1037,370108,78651,383,774,153,271,350,6,121.199,114.9685,123.6045,12266,2890,2419,2368
CHESTERFIE 5,1041,373889,77487,375,779,155,294,164,7,177.8146,177.4198,178.0841,377095,219214,43191,28948
CLARKE     5,1043,391290,77998,341,766,149,275,580,4,123.4013,120.9044,124.0923,9965,4361,2092,1868
CRAIG      5,1045,375097,80170,350,727,152,276,1325,3,111.5482,104.0833,111.5482,3948,1359,1301,1288
CULPEPER   5,1047,384857,77984,353,764,149,275,420,7,126.93,120.563,130.847,22620,4259,3632,3538
CUMBERLAND 5,1049,374825,78262,380,768,155,294,450,3,121.6919,115.7696,121.6919,7881,3055,2755,2071
DICKENSON  5,1051,371423,82374,344,730,116,263,1510,5,128.358,121.7991,131.2168,19806,4640,4046,3943
DINWIDDIE  5,1053,371870,77457,383,774,155,294,440,7,155.4925,153.2527,155.6823,87054,41055,23397,8143
ESSEX      5,1057,379243,76915,375,775,174,289,50,3,124.1726,121.453,124.1726,8864,4530,2219,2115
FAIRFAX    5,1059,388137,77200,356,787,149,275,10,10,173.17,166.5532,178.6012,719508,103217,96818,81446
FAUQUIER   5,1061,387301,77781,321,753,149,275,291,5,136.9638,130.2323,139.7794,35889,8325,7660,6945
FLOYD      5,1063,369291,80354,342,711,116,263,2600,6,120.2847,115.7317,122.6975,11563,3047,2275,1730
FLUVANNA   5,1065,378384,78276,358,768,155,294,300,4,123.0607,116.4971,123.6689,10244,3213,2899,2630
FRANKLIN   5,1067,369906,79891,374,765,153,271,1232,7,132.9518,127.0477,137.3686,35740,6676,5533,5085
FREDERICK  5,1069,391810,78181,337,756,149,275,760,6,144.7771,143.0328,146.3176,54367,20217,8155,6731
GILES      5,1071,373225,80733,357,743,116,263,1524,3,133.2868,125.9829,133.2868,17810,6201,5864,5745
GLOUCESTER 5,1073,373529,76502,393,775,174,289,70,5,128.9023,122.6092,131.4768,20107,4908,4352,3822
GOOCHLAND  5,1075,377039,77854,358,768,155,294,300,3,127.8535,123.1175,127.8535,11761,5084,4260,2417
GRAYSON    5,1077,366607,81068,344,713,116,263,2385,4,128.5024,121.7024,130.2058,16579,4609,4087,4072
GREENE     5,1079,382743,78441,360,771,149,275,870,3,122.2869,119.7226,122.2869,7625,4018,2243,1364
GREENSVILL 5,1081,366688,77556,397,776,174,289,100,5,128.3755,122.4079,129.0181,15743,4840,4112,3639
HALIFAX    5,1083,367486,79829,393,779,153,271,500,9,135.4852,129.4636,137.9431,37692,7893,7093,5563
HANOVER    5,1085,377125,77441,375,779,155,294,164,7,137.8351,131.3025,142.299,50398,8966,7801,7589
HENRICO    5,1087,375575,77462,375,779,155,294,164,5,160.2862,153.2372,163.1022,180735,41011,39408,35127
HENRY      5,1089,366841,79901,371,756,153,271,760,7,145.3402,141.476,148.6367,75803,18149,10958,10646
HIGHLAND   5,1091,383781,79563,286,676,152,276,2910,3,108.2739,105.6224,108.2739,2937,1512,724,701
ISLE OF WI 5,1093,369018,76696,397,776,174,289,17,3,136.6209,132.9649,136.6209,21603,10061,6088,5454
JAMES CITY 5,1095,372873,76736,393,775,174,289,70,7,137.7623,132.6883,140.2452,41359,9870,8726,4825
KING AND Q 5,1097,377153,76895,375,775,174,289,50,3,118.017,112.8251,118.0171,5968,2491,2236,1241
KING GEORG 5,1099,382908,77136,354,769,174,289,100,3,126.3399,122.0671,126.3399,10543,4727,3665,2151
KING WILLI 5,1101,376542,76988,375,775,174,289,50,3,124.5832,120.4849,124.5832,9334,4236,3154,1944
LANCASTER  5,1103,377046,76440,386,779,174,289,25,3,126.9819,125.3867,126.9819,10129,5950,2212,1967
LEE        5,1105,367183,83113,344,730,116,263,1510,5,135.3604,131.9768,136.4333,25956,9395,5408,4856
LOUDOUN    5,1107,390758,77574,341,766,149,275,500,8,138.2194,130.541,143.2774,57427,8505,8313,8263
LOUISA     5,1109,379852,77967,361,762,155,294,420,6,125.0091,119.5529,128.4837,17825,3971,3096,2871
LUNENBURG  5,1111,369596,78202,383,774,155,294,440,7,122.5215,117.4987,123.6261,12124,3444,2994,1724
MADISON    5,1113,383827,78243,353,764,149,275,420,3,125.4136,119.0463,125.4137,10232,3834,3628,2770
MATHEWS    5,1115,373963,76323,386,779,174,289,25,3,121.7983,115.3916,121.7984,7995,2976,2704,2315
MECKLENBUR 5,1117,367015,78340,383,774,155,294,325,8,133.0523,127.093,135.0776,29444,6697,5759,4944
MIDDLESEX  5,1119,376126,76530,386,779,174,289,25,3,122.189,118.2456,122.189,7719,3627,2820,1272
MONTGOMERY 5,1121,371861,80410,344,713,116,263,1730,5,149.8095,146.8431,151.5462,76741,26328,13330,13225
NELSON     5,1125,377902,78873,366,758,153,271,445,4,126.0709,122.1856,126.6232,12204,4766,3051,2627
NEW KENT   5,1127,375051,77008,375,775,174,289,50,4,120.4683,114.5635,121.3374,8781,2810,2421,2036
NORTHAMPTO 5,1131,373657,75927,404,786,174,289,11,3,130.5754,124.8533,130.5754,14625,5734,4818,4073
NORTHUMBER 5,1133,378904,76439,386,779,174,289,25,4,122.4733,117.0779,123.1819,9828,3345,2874,2047
NOTTOWAY   5,1135,371412,78067,383,774,155,294,440,4,129.3646,125.8167,129.7116,14666,6130,4023,2773
ORANGE     5,1137,382093,78071,353,764,149,275,420,5,128.3436,122.1675,130.1921,18063,4760,4434,3320
PAGE       5,1139,386019,78502,339,734,149,275,1200,4,131.9732,124.9185,132.7541,19401,5760,5611,4854
PATRICK    5,1141,366552,80282,371,756,153,271,760,5,126.5219,120.7548,129.5517,17647,4316,3382,3372
PITTSYLVAN 5,1143,366873,79402,393,779,153,271,410,8,155.5126,154.7807,156.6945,111789,45642,11168,9885
POWHATAN   5,1145,375600,77887,358,768,155,294,180,3,129.5097,124.07,129.5097,13062,5431,5245,2386
PRINCE EDW 5,1147,372716,78426,380,768,155,294,450,6,129.8848,128.0231,130.482,16456,7143,3018,2432
PRINCE GEO 5,1149,372510,77304,405,791,174,289,40,5,139.7847,138.9633,139.9343,25733,15248,4078,3378
PRINCE WIL 5,1153,386830,77382,321,753,149,275,291,9,153.5968,147.3386,158.2442,166665,27248,22864,22420
PULASKI    5,1155,370743,80723,344,713,116,263,1730,5,137.6016,131.5782,139.723,35229,9139,8316,6311
RAPPAHANNO 5,1157,386922,78140,353,764,149,275,420,5,111.1416,104.5533,114.1695,6093,1404,1244,1181
RICHMOND   5,1159,379336,76729,386,779,174,289,25,4,118.2343,112.2641,118.5894,6952,2396,2314,1428
ROANOKE    5,1161,372817,79976,364,752,152,276,1149,7,166.7294,166.1281,167.2334,197123,100220,23958,17294
ROCKBRIDGE 5,1163,377696,79418,361,749,152,276,1060,7,133.8793,128.321,136.394,31920,7292,6717,4076
ROCKINGHAM 5,1165,384568,78842,332,733,152,276,1400,6,147.6677,142.6378,150.0504,76709,19671,14150,13782
RUSSELL    5,1167,369503,82113,350,743,116,263,1735,3,141.824,136.6966,141.824,31761,13031,9841,8889
SCOTT      5,1169,366803,82590,364,752,116,263,1525,7,134.4965,133.3581,135.5497,25068,10339,3088,2956
SHENANDOAH 5,1171,388645,78538,344,747,149,275,887,6,132.361,127.0087,135.0014,27559,6658,5226,4632
SMYTH      5,1173,368364,81578,350,743,116,263,1735,7,131.3321,123.8262,136.284,33366,5340,5125,5093
SOUTHAMPTO 5,1175,367007,77041,397,776,174,289,80,8,131.4492,128.3526,133.4227,26039,7308,4264,3233
SPOTSYLVAN 5,1177,382578,77532,354,769,155,294,100,6,143.3038,139.0332,144.576,49757,15322,10979,8311
STAFFORD   5,1179,383864,77432,354,769,174,289,100,5,140.171,135.3309,141.91,40470,11854,8568,7807
SURRY      5,1181,371101,76875,393,775,174,289,70,3,118.5916,115.4206,118.5916,6046,2982,1860,1204
SUSSEX     5,1183,369357,77234,405,791,174,289,40,6,120.3453,115.9619,122.1866,10874,3096,2114,1883
TAZEWELL   5,1185,371603,81563,315,674,116,263,3300,3,148.5817,143.7951,148.5817,50511,21314,15483,13714
WARREN     5,1187,389207,78206,339,734,149,275,550,5,129.9475,123.2277,132.2966,21200,5123,5019,3897
WASHINGTON 5,1191,366804,82032,350,743,116,263,1735,8,144.4449,142.169,146.746,65529,19042,8703,7666
WESTMORELA 5,1193,381303,76799,354,769,174,289,100,3,130.63,126.2434,130.63,14041,6314,5189,2538
WISE       5,1195,370015,82616,344,730,116,263,1510,5,144.3537,138.1608,145.1584,48620,14423,13585,9914
WYTHE      5,1197,369175,81054,344,713,116,263,2450,6,129.7357,122.5621,133.5489,25522,4892,4665,4359
YORK       5,1199,371858,76492,393,775,174,289,70,4,139.7252,133.3665,141.2297,35463,10345,9138,8239
CHESAPEAKE 5,1550,368572,76239,405,783,174,289,22,4,185.78,180.2637,186.2776,748241,266979,262199,114486
HAMPTON    5,1650,370382,76361,413,786,174,289,25,1,169.038,169.038,169.038,122617,122617,0,0
NEWPORT NE 5,1700,370456,76423,413,786,174,289,25,1,171.4473,171.4473,171.4473,144903,144903,0,0
SUFFOLK    5,1800,367336,76602,397,776,174,289,80,1,155.3931,155.3931,155.3931,47621,47621,0,0
VIRGINIA B 5,1810,368000,76400,405,783,174,289,22,1,180.003,180.003,180.003,262199,262199,0,0
ADAMS      5,3001,469103,118867,278,716,66,417,1630,3,131.6625,130.6272,131.6625,13267,8556,2673,2038
ASOTIN     5,3003,463926,117061,312,734,73,390,1413,2,138.4294,138.2486,138.4294,16823,14511,2312,0
BENTON     5,3005,462417,119286,322,748,66,417,392,5,165.5004,165.4206,165.5007,109444,95424,9158,4168
CHELAN     5,3007,475232,120342,266,736,66,417,634,8,146.4956,145.5417,146.7245,45061,24057,7885,4433
CLALLAM    5,3009,480994,123550,385,559,48,245,30,6,147.803,146.4414,148.112,51648,25605,8483,8015
CLARK      5,3011,456708,122587,384,668,66,330,210,7,168.8346,168.3792,169.0567,192227,117144,21622,20658
COLUMBIA   5,3013,463256,117984,316,707,73,390,1557,2,117.6504,117.4062,117.6504,4057,3422,635,0
COWLITZ    5,3015,461493,122913,382,644,66,330,12,6,157.8263,157.4615,157.8847,79548,54962,11565,4791
DOUGLAS    5,3017,475378,120112,220,668,72,390,2620,3,140.4713,139.9744,140.4713,22144,16355,3971,1818
FERRY      5,3019,485929,118552,225,683,72,390,1644,4,115.7938,111.9476,116.1668,5811,2344,1548,1214
FRANKLIN   5,3021,463224,119096,322,748,66,417,392,4,147.0655,146.7347,147.0765,35025,26131,4708,3142
GARFIELD   5,3023,464730,117565,313,701,73,390,1810,2,110.3835,110.1123,110.3835,2468,2064,404,0
GRANT      5,3025,472228,119404,274,758,66,417,1360,10,144.5548,142.2008,144.9934,48522,19084,10411,5670
GRAYS HARB 5,3027,470016,123772,397,605,48,245,10,13,151.4097,151.0206,151.7085,66314,35170,6253,5428
ISLAND     5,3029,482309,122591,382,611,48,283,50,4,147.3431,146.4019,147.5894,44048,25535,7289,6144
JEFFERSON  5,3031,480036,122889,395,614,48,283,100,4,132.6274,130.432,132.6773,15965,8441,4550,2155
KING       5,3033,475729,122269,412,661,52,324,19,10,196.4378,195.0648,196.4637,1269749,744792,328847,90332
KITSAP     5,3035,475975,122628,397,659,52,324,162,5,163.5216,161.3117,163.6974,147152,71774,37495,20995
